x,y,class
6.088948376679549,7.710353943463885,black
54.68324060114199,10.798236802743194,black
64.72324073469588,44.45240560039601,black
38.48376060144715,44.08907670344659,black
41.57406139285628,35.603659860891014,black
65.60308528386335,12.387322851902098,black
35.99348170271716,28.977215514740422,black
57.68045881390721,59.16089719453983,black
42.36109312408393,1.090126028424936,black
45.54159522442647,53.21810598336959,black
27.89463204689708,2.3345205602053536,black
14.574884946612272,18.436360109013478,black
79.39481154154362,22.702823552340664,black
28.91138768255732,27.8331400912393,black
62.41054656122064,46.057350123160816,black
30.99943281348215,55.151361734797334,black
67.2033261670436,19.3584966732462,black
69.79355724825474,11.593697750476778,black
58.5836655704625,6.540872909514951,black
85.21868088720849,9.564829145146849,black
49.142384058862746,37.34514843813331,black
61.17399092746587,22.28031199513236,black
66.24150361158736,19.856110936726797,black
56.362459053575584,85.37935602817672,black
91.20572654272132,7.314315891348422,black
45.317636294695774,82.01239135977974,black
45.44798648365458,83.41354893252426,black
91.59448581244838,14.355038817125195,black
55.987358915956925,4.755145991349002,black
44.45981528424881,42.997058504869635,black
26.809222179407094,32.06924496462712,black
50.07159206530951,17.814242541334526,black
60.70828052232985,48.870229690878475,black
33.78125312068872,43.665786969194784,black
50.71310997674071,44.100455101841526,black
71.34632738791062,30.096031290412185,black
22.274375645252764,2.2635288562201614,black
85.48111119821574,12.521156338061713,black
87.19307465874559,16.8554392251462,black
40.008068929443645,75.19122946412502,black
69.56154443042597,30.278086470519046,black
40.915655529724575,54.852499490977664,black
40.30842518398345,45.719823455279574,black
43.714340235835714,50.800757278436194,black
77.46871235005793,29.981682760179375,black
31.752931877729583,25.24178691947179,black
39.56814915124318,51.529682111387125,black
65.47564784132345,19.853247653717403,black
43.389823747435024,12.977193028379943,black
13.759295795680785,18.747714623788024,black
64.8788628001431,54.091730548273624,black
65.99872820098845,9.496403274413028,black
64.16303687290153,50.25350566829871,black
51.152861356680184,85.21518457717228,black
64.27167292840093,54.158033864379085,black
53.91445220405027,41.74769275860232,black
89.75382759754599,4.472245283445287,black
86.39275688823447,24.851665914526553,black
36.29994134032599,29.499140768869466,black
42.11017700962855,56.35883441313194,black
87.74700964385202,4.478726991718603,black
66.41301839516593,50.37238940232189,black
44.74016245049026,15.584412435457132,black
52.309292725951266,79.18173172770604,black
71.95725621134802,16.138651626897385,black
38.67024316258452,46.34913016322456,black
93.50794414081456,7.751609018377335,black
75.13654419848713,49.23141110448494,black
81.60534385505964,30.877742894016567,black
68.30923683733394,10.071219739686045,black
42.481106994880115,27.08022309515586,black
49.26921757829535,21.157502260896404,black
53.53345825691268,16.433520247907623,black
69.32992683043454,21.60902694941611,black
8.025940526830574,7.738226488170566,black
23.28201196154268,26.34077555104222,black
15.154334481660534,26.86211387459572,black
90.26821995880758,19.831241447990095,black
88.83031389265078,15.479305919854127,black
67.24427164977993,30.069710955977932,black
59.26049908509822,46.16518272694384,black
63.548235683951525,46.213495924563965,black
81.16647688853915,17.85843591852728,black
40.9167958185435,50.120263972370886,black
23.051330708919004,27.176284182141774,black
30.411197541580297,20.621438575691688,black
61.03600808562656,47.21293465020613,black
49.91491508030686,68.924802559346,black
56.57969329234064,4.212699241767857,black
66.79263981602293,46.93057484767903,black
80.2438181701932,13.539506856581264,black
67.3048616028473,9.324915943755066,black
43.580939277695705,70.45651564657429,black
49.63816733347966,33.66193831612903,black
86.8563674973678,24.04579881277938,black
23.280738141768495,31.428013140672554,black
55.81586474514284,58.83845608871573,black
73.67204050915299,45.87710223874264,black
51.8299846749331,76.48754760469662,black
37.97594410512542,37.55590095261793,black
83.2445223936668,29.65068517895583,black
69.97195432420192,1.027309239566482,black
62.76736832069817,65.38311826474272,black
88.46439299975879,23.66621795083479,black
11.183507045890487,13.741797777530463,black
84.1966266588459,18.890634686222466,black
60.391263187931195,61.07134311091726,black
58.80475545055165,35.41141156840682,black
24.468663871379256,22.635471327581065,black
82.92752240183916,5.990149783902931,black
62.939762478800255,7.164411559695346,black
8.911676136200676,7.649835822433646,black
61.89703278820852,1.2179684834772757,black
9.225120239016276,5.641413186648931,black
21.608444742453813,9.374149518043078,black
44.95101034697965,16.88920252648984,black
65.2166791406667,69.41873431414537,black
77.93008121631765,42.349512179343684,black
58.16265370041286,10.744092285950297,black
49.94486074497322,84.37731734588937,black
50.19968493856937,18.016252229201616,black
14.515766483717607,16.626166990212297,black
44.32371504266158,41.97622905253767,black
28.771646966112332,30.996019551113037,black
56.536066973834565,84.70627864096566,black
15.834358260527077,30.831568903135043,black
48.803506550167214,49.83993996819605,black
28.517657871360065,41.10765010909817,black
43.451388561203515,48.25685247943009,black
89.74754520765866,18.520146847848423,black
70.16710692394035,1.5258618004339106,black
46.51412319496384,51.411445793667674,black
81.36289958223456,3.2145046580526806,black
51.85118580950486,61.6847475451118,black
13.525118254268268,6.477099494252301,black
42.39798009984351,46.85606079713641,black
36.02008542665775,28.188933791347573,black
53.465311047669196,56.24778201843745,black
6.472390413780815,3.591621260824299,black
57.62291024754069,74.42362923107989,black
30.577690528312093,17.29584378683047,black
44.55006629485534,87.41531394077657,black
49.36533168408143,20.980261428744885,black
43.69898901332114,42.85008671449725,black
57.98844522615566,38.08552984899075,black
45.2315440006834,47.946258575698565,black
51.98100203439714,35.85611591870294,black
79.21217935412956,3.994569250333239,black
60.24046943225975,1.140468078049744,black
44.398861251846384,12.837944582073362,black
59.61330496469252,17.578602547805584,black
66.68750729410824,48.71903173737563,black
29.714794007600293,54.59082609496519,black
16.786080529995267,21.16266231012299,black
58.69681076476683,46.44074646319724,black
41.10479208111568,23.42655508229471,black
57.131294959357675,43.07423829418103,black
29.722122152847014,18.58133975256274,black
45.26337051102731,36.82182329687511,black
70.34731244274582,5.171617324444856,black
30.234882182757815,45.86076822562426,black
39.963203720765875,39.061590844864924,black
26.247149963197753,29.528457903263483,black
58.0671553857169,18.79313822327258,black
26.983356621552662,52.97988615121466,black
37.77341969446704,65.48877363393773,black
84.28584945685517,14.902727191308083,black
31.55121928454114,60.32429597998154,black
32.541964303644434,36.72437359894613,black
49.194618178172576,59.03318805441543,black
29.385500751017027,30.4901260592856,black
48.827914493072136,75.28237281520623,black
54.99840500639883,8.346396796374023,black
55.0134814690403,63.088017616376504,black
48.625187346987126,85.36857477072738,black
62.61843124487855,26.6559185720678,black
21.536815737106675,28.67468713773553,black
49.682850135146296,20.889630453083456,black
10.503230693956384,17.523181368615973,black
29.99337124511316,14.947035492347341,black
52.82987329225646,40.17017670778549,black
65.25536975446529,54.92565960234526,black
53.541463275818955,59.20177169585254,black
13.10376739268718,19.691253607189577,black
22.229183260446963,20.810007086712712,black
40.836984283713214,72.99102947117656,black
56.20478920330667,73.87595407709982,black
35.478462387936936,43.13402531485261,black
44.75508826522899,67.78408406385884,black
74.11985277768983,18.56710044950707,black
18.022423358598736,27.02376166978469,black
66.10747977538693,28.869842579608108,black
72.22368572500034,34.33911335926644,black
85.58932403209839,5.737055405123875,black
33.86104071879451,56.15664106913838,black
75.60215137634168,21.47282289769119,black
