x,y,class
13.663154451079425,62.90110118456487,black
11.761967343615979,65.08776279712481,black
47.08179831955103,89.09552297747936,black
30.51196739482919,44.3473238929273,black
73.02913537177442,76.12886041687752,black
79.23314646715956,82.45625746088132,black
22.592917465944197,75.36644271399413,black
46.59057518901321,84.27955135045602,black
57.78845897679742,63.827162632236,black
8.41139137564458,52.53043393195997,black
3.326883447964345,73.7346113666971,black
62.38867563702068,69.5141859194955,black
88.03302639822653,93.799567412507,black
72.60558288495692,99.38329968951493,black
72.02042632373691,94.25567719553275,black
36.02573017673503,67.61217621009966,black
60.84301139348869,94.40641336684796,black
14.752786758096295,99.74297762642715,black
11.006285311051073,38.839027002204766,black
61.12733496420189,85.91537632283293,black
25.4837226941801,88.65245854674697,black
1.902797636158228,55.39981684244476,black
11.717619185411252,37.05506746695084,black
39.46779468664891,52.36764058542125,black
48.22228060635647,61.5980253634537,black
78.30422537469607,89.00364477396938,black
66.8468113428175,75.19945800765461,black
15.526687316757485,31.42655823523879,black
12.192802428724912,95.89962480504113,black
40.684353198546184,48.77813570047896,black
58.33695831820866,94.96796875879618,black
53.54475484745102,92.75804861385053,black
28.275472216481237,34.46942528383671,black
14.252774789326457,37.480300052978606,black
32.54987329436673,82.55204817378011,black
9.52057548238453,9.690230440185472,black
48.978193965294636,60.422296513343085,black
49.45407690551219,58.90753896261248,black
68.24863577724868,69.65222105169126,black
31.507610153031887,49.786574316047286,black
52.50785067384119,87.95293986846292,black
28.80360301071998,34.19513720924432,black
34.88534265324728,79.35551592209382,black
32.619675056249804,86.88586990453072,black
69.9203743501822,72.77817804164657,black
66.05780944265743,68.30823744600336,black
61.85358810137869,80.60787586477207,black
13.052657732453119,17.696271033554822,black
76.55199550584615,93.36687841464281,black
63.29668786500721,92.78964721485737,black
30.28195105300549,56.827007659134,black
56.81102960151028,68.15772486220878,black
18.162107555861844,24.853987378755445,black
8.991217438910702,63.19213869928318,black
2.0900534513090823,5.111278793984782,black
40.118050717466424,81.07463075862474,black
72.82253070995142,82.19003183221774,black
38.53733931101085,86.23112208360331,black
15.223313392841662,84.2489864729283,black
5.566110311466312,26.65533266792125,black
42.81222658242481,90.16868660536869,black
36.32474672137786,77.92290558430314,black
52.64971039593321,92.34305093978278,black
23.290888908952045,81.53218430831946,black
25.429552667352247,30.822242340713007,black
13.694985497533931,63.30071521656786,black
40.05241066598381,53.88490484391267,black
49.982681536765206,78.02746844770878,black
21.855045858281045,52.998204313918755,black
56.030521605562974,71.48581443763435,black
9.044443958343734,26.959739551647715,black
80.87145133590249,91.26071348326519,black
36.78704970731781,85.25924417631315,black
11.159564516693322,52.81779547658316,black
26.29470727503213,84.9629200836359,black
10.731105818394095,95.3096866776665,black
34.225685020526,80.70628568130344,black
20.98732766140071,78.05361621085187,black
23.774740545593893,59.59116232864382,black
49.52172339365064,62.58811777176339,black
15.059765272377696,63.893339884092164,black
5.564028187877702,62.10374363922275,black
38.011498853373034,80.77166736780694,black
17.36105437806597,84.46205351158365,black
44.373130562044224,52.52820697739894,black
8.780372444258298,81.19603072973077,black
26.225271064841948,37.727335264502415,black
50.151142005396544,95.3749713440202,black
52.352481472177196,63.57079234104885,black
23.111827337051256,46.3797971134568,black
40.798648663062295,58.248390732154554,black
36.65439651444851,92.96211872813156,black
16.336068935012865,23.872567773260542,black
40.451064971236484,45.493758162425685,black
32.97215039978062,99.76442657366894,black
47.53405866890746,66.84554615541842,black
22.20836346866244,26.643415973533514,black
32.75697462619969,98.56261610809757,black
7.77369491891231,36.665075288667545,black
29.09968378310001,59.4466784675815,black
36.53419018089938,52.859203919986555,black
10.458157604060574,92.95554855527243,black
4.02287264179273,82.21711273048194,black
55.4422087379682,81.89967661903495,black
14.20182419743587,85.30280902954523,black
14.879505566687214,15.279197412318366,black
20.588739490999423,66.9703952191573,black
49.85034914271027,55.3038303218637,black
26.767787135537066,59.5078701050504,black
55.95300535299825,58.285023666124914,black
27.949142093024303,97.60356598089844,black
12.065325167676352,21.529431623746035,black
74.02411890338082,96.640818717091,black
40.82047463199958,65.18387175552098,black
54.176815012583056,99.30552834610029,black
32.929885451202225,84.94367840197678,black
18.981390591929717,65.10640804525893,black
7.530168001346263,19.015754199397165,black
42.761750661511435,87.72613178832363,black
2.6307170924433523,15.925756750357166,black
7.319537285708421,88.8517694937823,black
26.371952673797527,38.94137431187661,black
52.01759970932394,85.8762182633283,black
9.292280565636835,89.33251764934785,black
22.457914651447574,97.51738286395185,black
36.86062104098053,96.49743332050457,black
29.46542547156418,60.19979609133679,black
31.52358710965578,85.94715684542129,black
41.844589508524855,93.07795299706143,black
32.285047239196764,86.09329762298299,black
43.87351298401392,62.27381626790936,black
54.87867021239969,62.47764535565042,black
83.29279979051837,85.20782969522145,black
38.04360374782517,92.86826226043345,black
16.377034138020573,71.44400073689567,black
81.57934792974218,84.19087563314073,black
56.17645380281617,83.1503121439979,black
81.32355517378753,93.18879791796329,black
51.89013275141392,83.11198345379195,black
30.94047958256147,97.17089599919414,black
13.919798340374756,59.76960213410919,black
35.34981505639076,99.43300356491036,black
83.1409650343797,83.17401530226044,black
22.439957482718782,44.32335756611908,black
28.867647146005368,66.51480408414312,black
42.80218464506333,55.824106966691424,black
57.09528282257307,61.316973026906226,black
5.724074609176572,12.530060390376788,black
26.39446204649243,61.03222361653939,black
68.58572334629747,81.10535329226582,black
20.42757733253976,87.38007497585336,black
4.937226981156988,16.65767189686903,black
67.1461355280861,83.64136003281192,black
50.35244362136817,76.62417605200085,black
61.48191412061071,95.05149741830158,black
20.206245854805314,33.17752659467284,black
16.6125219790716,93.11627444882319,black
21.612132248349017,72.54902034824582,black
43.70079888925861,58.27722970388128,black
29.21174492391155,65.07305996030688,black
39.79292594865247,82.32492753073934,black
2.5326483715591226,32.03174143747692,black
10.12851634805331,67.73244985052358,black
13.217608028431908,68.53942054078557,black
19.00399814098262,29.402093736189283,black
67.59123504134988,76.41347576384163,black
18.71047019323184,91.7100288638072,black
48.554087836054165,52.32143420576816,black
81.57563872455384,84.09186940155186,black
20.32635165658665,69.28093455804982,black
29.135985506026103,29.40651101384904,black
89.66572801492076,92.6295749306016,black
21.197884510666345,67.70817006262146,black
61.5418178008371,90.32854199363997,black
10.562802475288048,44.12899016443121,black
15.218827765933256,85.84772756419463,black
10.841096737396107,92.34101167021528,black
8.605581119397687,27.858103929155153,black
9.278386915425422,52.44860399343152,black
67.42148986452524,72.71845227974492,black
9.725764929439887,97.68967806519306,black
10.31672504270744,39.74661654509986,black
27.792618186626196,28.34420212013897,black
23.16103056418492,47.760665323855015,black
41.94380395806834,88.55182339813321,black
24.969189620543553,76.10801279192398,black
5.080442922600987,88.75755948107408,black
50.82700875342647,98.76571742524355,black
15.33790740342664,88.4126216112456,black
63.700604530968455,94.01321736996088,black
44.886517723451256,70.12102199343452,black
10.997442664773828,99.43346782337528,black
53.02096595817927,72.74989608944047,black
74.06754906659093,79.62739275736203,black
22.100010513373668,63.61677159860851,black
63.8717996542561,73.41507760519578,black
3.4309363905425556,99.22344037162418,black
7.715608336640026,59.130466977582344,black
26.777925583931918,59.07419923487528,black
33.017991199347534,68.08115408372085,black
44.82831932220183,74.13845563162813,black
14.529926688943894,62.216761991504725,black
57.46528820538073,76.01316728223787,black
64.16849068624383,73.19354048651681,black
19.49169293443724,30.282402859743677,black
23.029159406721543,61.83957421566722,black
59.4214524562455,88.01451407595171,black
42.29468046516287,96.7385894264837,black
20.047818187972844,31.222345463011486,black
81.33497352073135,85.00134374247212,black
64.5298847647754,79.95033102186544,black
20.940937108331706,71.79582549252322,black
24.516890463752187,44.72678995993209,black
10.21574159002546,78.13387374724378,black
45.91543950979302,96.58593659282462,black
35.94393449012209,43.281225606637,black
70.6903080449693,91.47847462616275,black
58.38484328142442,62.07061014481477,black
32.692576194554405,44.39861968204311,black
